COUNTY,M-Y,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,C4
Contra Costa,Apr-12,9,2,U,1,4,7,5,63,26,58,3
Contra Costa,May-12,7,U,U,0,8,13,0,60,21,56,6
Contra Costa,Jun-12,8,U,U,2,8,7,6,64,28,55,2
Contra Costa,Jul-12,9,3,0,1,5,9,5,51,26,74,2
Contra Costa,Aug-12,14,0,0,0,9,11,2,45,8,59,2
Contra Costa,Sep-12,10,0,2,2,11,14,11,49,15,46,2
Contra Costa,Oct-12,10,2,0,1,11,12,10,54,32,53,5
Contra Costa,Nov-12,7,0,0,1,14,13,11,53,28,49,2
Contra Costa,Dec-12,19,3,2,0,9,16,11,39,21,61,6
Contra Costa,Jan-13,17,1,0,0,7,15,7,47,19,52,4
Contra Costa,Feb-13,12,2,2,1,10,8,8,35,17,46,7
Contra Costa,Mar-13,6,1,0,1,5,13,8,41,25,41,1
Contra Costa,Apr-13,9,1,0,2,5,12,10,35,17,36,1
Contra Costa,May-13,24,2,1,0,10,17,13,40,24,46,5
Contra Costa,Jun-13,9,2,2,1,10,9,11,34,24,44,10
Contra Costa,Jul-13,15,1,0,3,10,20,11,37,2,57,15
Contra Costa,Aug-13,19,2,0,1,9,17,10,38,4,52,7
Contra Costa,Sep-13,10,0,0,2,11,11,7,27,1,37,9
Contra Costa,Oct-13,11,0,0,0,8,19,11,43,5,36,5
Contra Costa,Nov-13,13,1,0,1,8,18,12,40,2,48,8
Contra Costa,Dec-13,9,1,0,1,10,8,7,20,4,45,3
Contra Costa,Jan-14,15,2,0,1,9,12,12,45,8,45,7
Contra Costa,Feb-14,4,0,2,1,7,12,10,46,14,33,6
Contra Costa,Mar-14,10,2,1,1,14,13,18,30,6,44,12
Contra Costa,Apr-14,5,0,0,3,11,19,20,37,15,42,9
Contra Costa,May-14,15,1,0,0,6,11,6,37,11,42,7
Contra Costa,Jun-14,17,0,0,0,8,10,9,29,11,38,7
Contra Costa,Jul-14,15,1,1,0,9,9,8,28,10,28,7
Contra Costa,Aug-14,6,0,0,4,14,16,21,32,14,32,6
Contra Costa,Sep-14,6,1,0,0,10,16,6,39,15,32,6
Contra Costa,Oct-14,13,0,0,1,7,11,5,28,12,30,5
Contra Costa,Nov-14,4,0,1,0,8,6,10,24,5,27,8
Contra Costa,Dec-14,8,1,0,0,9,6,13,19,8,20,3
Contra Costa,Jan-15,9,0,0,2,11,14,11,32,7,32,4
Contra Costa,Feb-15,8,0,0,0,6,5,5,28,4,17,3
Contra Costa,Mar-15,5,0,0,3,6,12,4,23,11,41,2
Contra Costa,Apr-15,6,1,0,1,11,10,13,25,8,24,3
Contra Costa,May-15,8,1,0,1,8,11,10,29,3,26,1
Contra Costa,Jun-15,8,1,1,0,6,7,9,24,5,19,3
Contra Costa,Jul-15,9,0,0,0,11,13,16,32,9,27,3
Contra Costa,Aug-15,7,0,0,0,12,11,16,31,11,24,3
Contra Costa,Sep-15,4,0,0,3,15,16,23,27,10,28,3
Contra Costa,Oct-15,5,0,0,1,14,13,23,39,8,17,3
Contra Costa,Nov-15,12,1,0,1,12,17,23,26,4,14,2
Contra Costa,Dec-15,7,0,0,0,11,12,15,31,9,20,2
Contra Costa,Jan-16,10,0,0,5,35,22,42,19,8,23,4
Contra Costa,Feb-16,8,0,0,4,17,19,25,19,5,21,2
Contra Costa,Mar-16,3,0,0,2,16,17,28,19,2,27,0
Contra Costa,Apr-16,11,0,0,3,16,15,25,26,4,26,5
Contra Costa,May-16,9,0,0,2,13,17,19,21,3,21,7
Contra Costa,Jun-16,19,0,0,1,16,16,24,15,5,29,7
Contra Costa,Jul-16,8,0,0,3,16,14,18,27,4,16,3
Contra Costa,Aug-16,15,1,0,1,17,19,30,15,2,27,5
Contra Costa,Sep-16,14,0,0,7,16,21,18,29,5,28,3
Contra Costa,Oct-16,13,0,0,1,21,16,25,26,5,24,1
Contra Costa,Nov-16,11,1,0,4,29,12,35,24,10,32,8
Contra Costa,Dec-16,9,0,1,1,15,18,24,23,7,26,3
Contra Costa,Jan-17,11,0,1,2,18,21,20,22,5,19,3
Contra Costa,Feb-17,11,0,0,4,17,16,19,21,6,16,3
Contra Costa,Mar-17,12,0,0,2,10,22,20,26,7,39,8
Contra Costa,Apr-17,8,0,0,1,12,14,19,34,10,13,2
Contra Costa,May-17,10,0,0,9,9,20,14,29,9,30,8
Contra Costa,Jun-17,11,0,0,1,13,24,26,20,7,22,3
Contra Costa,Jul-17,8,0,0,3,20,12,22,29,11,23,4
Contra Costa,Aug-17,13,0,0,5,22,16,26,27,3,35,8
Contra Costa,Sep-17,6,0,0,4,22,15,23,20,8,21,4
Contra Costa,Oct-17,11,0,0,2,14,14,23,32,13,28,5
Contra Costa,Nov-17,11,0,0,1,19,14,27,26,12,17,4
Contra Costa,Dec-17,8,0,0,3,14,17,25,17,10,23,1
Contra Costa,Jan-18,10,0,0,1,6,18,13,22,6,26,7
Contra Costa,Feb-18,10,0,0,4,19,13,20,28,6,20,4
Contra Costa,Mar-18,9,0,0,1,18,22,26,41,14,23,4
Contra Costa,Apr-18,14,0,0,2,22,18,29,35,16,38,6
Contra Costa,May-18,11,0,0,2,18,24,35,38,16,27,5
Contra Costa,Jun-18,11,0,0,2,13,17,17,35,12,19,4
Contra Costa,Jul-18,8,0,0,1,9,14,13,34,8,32,5
Contra Costa,Aug-18,7,0,0,0,22,17,24,32,22,40,4
Contra Costa,Sep-18,9,0,0,5,17,20,27,40,29,30,3
Del Norte,Oct-11,2,0,0,0,0,0,0,4,U,1,0
Del Norte,Nov-11,0,0,0,1,0,0,0,2,U,1,0
Del Norte,Dec-11,0,0,0,2,0,0,0,3,U,0,0
Del Norte,Jan-12,0,0,0,0,0,0,0,3,U,2,0
Del Norte,Feb-12,2,0,0,1,0,0,0,3,U,0,0
Del Norte,Mar-12,1,0,0,1,0,0,0,7,U,1,0
Del Norte,Apr-12,1,0,0,0,0,0,0,4,7,2,0
Del Norte,May-12,1,0,0,0,0,0,0,5,4,3,2
Del Norte,Jun-12,3,0,0,1,0,1,0,6,U,2,0
Del Norte,Jul-12,1,0,0,1,0,1,0,4,2,3,0
Del Norte,Aug-12,1,0,0,2,0,0,0,1,3,0,2
Del Norte,Sep-12,4,0,0,2,0,1,0,0,0,1,0
Del Norte,Oct-12,3,0,0,1,0,0,0,2,2,2,1
Del Norte,Nov-12,1,0,0,0,0,0,0,2,U,3,0
Del Norte,Dec-12,0,0,0,2,0,0,0,3,U,3,0
Del Norte,Jan-13,1,0,0,0,0,0,0,0,1,3,0
Del Norte,Feb-13,3,0,0,4,0,0,2,0,1,2,0
Del Norte,Mar-13,0,0,0,3,0,0,0,2,1,1,0
Del Norte,Apr-13,2,0,0,1,0,3,2,1,0,1,0
Del Norte,May-13,3,0,0,1,0,0,0,2,2,1,0
Del Norte,Jun-13,2,0,0,2,0,0,0,2,4,1,0
Del Norte,Jul-13,1,0,0,4,0,2,0,2,1,3,0
Del Norte,Aug-13,0,0,0,1,0,0,0,1,1,2,0
Del Norte,Sep-13,2,0,0,0,0,0,0,0,1,1,0
Del Norte,Oct-13,1,0,0,3,0,1,0,1,1,0,0
Del Norte,Nov-13,0,0,0,1,0,0,0,0,0,0,0
Del Norte,Dec-13,0,0,0,3,0,0,0,3,1,0,0
Del Norte,Jan-14,0,0,0,4,0,0,0,2,1,0,0
Del Norte,Feb-14,4,0,0,2,3,0,2,1,0,2,0
Del Norte,Mar-14,3,0,0,2,1,2,1,4,0,1,0
Del Norte,Apr-14,5,0,0,1,1,2,0,1,2,1,0
Del Norte,May-14,5,0,0,1,3,1,2,1,0,2,0
Del Norte,Jun-14,1,0,0,1,3,0,2,1,0,0,0
Del Norte,Jul-14,1,0,0,2,2,1,0,1,0,0,0
Del Norte,Aug-14,6,0,0,1,3,0,4,0,1,0,0
Del Norte,Sep-14,4,0,0,1,1,0,0,0,0,0,0
Del Norte,Oct-14,5,0,0,2,1,1,0,2,0,1,0
Del Norte,Nov-14,0,0,0,2,1,0,1,2,0,0,0
Del Norte,Dec-14,3,0,0,4,3,0,0,0,0,0,0
Del Norte,Jan-15,0,0,0,0,5,1,0,2,0,1,0
Del Norte,Feb-15,0,0,0,1,2,0,0,1,0,0,0
Del Norte,Mar-15,2,0,0,1,1,1,0,1,0,0,1
Del Norte,Apr-15,2,0,0,0,3,0,2,3,0,0,0
Del Norte,May-15,0,0,0,1,1,1,0,2,0,0,0
Del Norte,Jun-15,0,0,0,2,0,0,0,0,0,1,0
Del Norte,Jul-15,0,0,0,2,0,0,0,4,0,0,0
Del Norte,Aug-15,3,0,0,1,3,1,0,2,0,2,0
Del Norte,Sep-15,3,0,0,1,1,1,0,2,0,1,0
Del Norte,Oct-15,1,0,0,1,1,0,0,1,0,1,1
Del Norte,Nov-15,0,0,0,4,2,0,0,0,0,0,0
Del Norte,Dec-15,3,0,0,2,3,1,0,2,0,0,0
Del Norte,Jan-16,3,0,0,2,3,1,0,0,0,1,0
Del Norte,Feb-16,5,0,0,1,3,0,0,4,0,0,0
Del Norte,Mar-16,2,0,0,3,2,2,0,2,0,1,0
Del Norte,Apr-16,2,0,0,0,1,0,0,0,0,0,0
Del Norte,May-16,2,0,0,1,3,1,0,1,0,0,0
Del Norte,Jun-16,U,0,0,1,4,1,0,1,0,1,0
Del Norte,Jul-16,3,0,0,4,3,0,0,2,0,0,0
Del Norte,Aug-16,3,0,0,3,2,1,0,1,0,3,0
Del Norte,Sep-16,1,0,0,1,3,0,0,1,0,0,0
Del Norte,Oct-16,U,0,0,0,3,1,0,0,0,0,0
Del Norte,Nov-16,U,0,0,0,1,1,0,1,0,0,0
Del Norte,Dec-16,U,0,0,0,0,0,0,1,0,0,0
Del Norte,Jan-17,3,0,0,4,5,0,0,0,0,1,0
Del Norte,Feb-17,0,0,0,3,2,0,0,0,0,6,0
Del Norte,Mar-17,2,0,0,0,2,0,0,1,0,3,0
Del Norte,Apr-17,7,0,0,2,4,2,0,3,0,1,0
Del Norte,May-17,5,0,0,0,1,4,0,0,0,2,U
Del Norte,Jun-17,3,0,0,3,1,1,0,4,0,4,U
Del Norte,Jul-17,2,0,0,0,1,0,0,2,0,0,U
Del Norte,Aug-17,2,0,0,3,0,2,0,0,0,0,U
Del Norte,Sep-17,1,0,0,0,0,1,0,0,0,1,0
Del Norte,Oct-17,2,0,0,0,1,2,0,3,0,1,0
Del Norte,Nov-17,2,0,0,0,0,0,0,0,0,0,0
Del Norte,Dec-17,7,0,0,0,0,0,0,0,0,3,0
Del Norte,Jan-18,U,U,U,U,U,U,U,U,U,U,U
Del Norte,Feb-18,U,U,U,U,U,U,U,U,U,U,U
Del Norte,Mar-18,U,U,U,U,U,U,U,U,U,U,U
Del Norte,Apr-18,U,U,U,U,U,U,U,U,U,U,U
Del Norte,May-18,U,U,U,U,U,U,U,U,U,U,U
Del Norte,Jun-18,U,U,U,U,U,U,U,U,U,U,U
Del Norte,Jul-18,U,U,U,U,U,U,U,U,U,U,U
Del Norte,Aug-18,U,U,U,U,U,U,U,U,U,U,U
Del Norte,Sep-18,U,U,U,U,U,U,U,U,U,U,U
El Dorado,Oct-11,15,0,U,0,0,0,0,18,2,5,3
El Dorado,Nov-11,5,0,U,0,0,0,0,15,6,11,6
El Dorado,Dec-11,9,2,U,1,0,0,0,18,14,10,6
El Dorado,Jan-12,7,0,U,4,0,0,0,26,14,13,9
El Dorado,Feb-12,12,0,U,9,0,1,0,12,11,10,6
El Dorado,Mar-12,6,0,U,5,4,0,1,15,9,19,5
El Dorado,Apr-12,13,0,U,2,7,0,0,18,11,4,7
El Dorado,May-12,13,0,U,12,7,3,1,14,6,14,6
El Dorado,Jun-12,7,1,U,1,6,1,1,14,12,8,6
El Dorado,Jul-12,12,0,U,4,5,2,1,7,7,18,11
El Dorado,Aug-12,8,0,U,3,4,0,3,14,13,5,3
El Dorado,Sep-12,8,0,U,4,6,0,3,7,7,8,4
El Dorado,Oct-12,8,0,U,1,2,0,3,6,16,13,1
El Dorado,Nov-12,8,0,U,6,4,0,5,6,12,15,3
El Dorado,Dec-12,12,0,U,6,5,2,10,9,9,8,9
El Dorado,Jan-13,12,0,U,5,9,4,15,10,11,9,11
El Dorado,Feb-13,12,0,U,3,10,2,11,4,8,7,5
El Dorado,Mar-13,10,0,U,5,9,3,15,5,2,9,10
El Dorado,Apr-13,12,0,U,8,8,4,18,11,8,9,4
El Dorado,May-13,11,0,U,2,7,6,18,8,11,9,7
El Dorado,Jun-13,2,0,U,2,8,6,9,7,5,6,7
El Dorado,Jul-13,10,0,U,7,6,7,21,4,6,9,15
El Dorado,Aug-13,7,0,U,6,6,8,17,4,6,9,5
El Dorado,Sep-13,8,0,U,4,4,5,15,2,2,12,13
El Dorado,Oct-13,9,0,U,2,10,8,16,5,2,14,11
El Dorado,Nov-13,4,0,U,10,6,8,17,3,5,15,9
El Dorado,Dec-13,6,0,U,4,2,6,10,5,4,15,15
El Dorado,Jan-14,16,0,U,10,8,9,23,4,4,7,11
El Dorado,Feb-14,10,0,U,6,7,7,19,7,6,10,7
El Dorado,Mar-14,9,0,U,1,12,9,25,4,6,11,5
El Dorado,Apr-14,8,0,U,1,5,1,9,5,4,8,9
El Dorado,May-14,12,0,U,8,9,6,17,4,3,8,6
El Dorado,Jun-14,9,0,U,6,9,6,13,4,4,7,3
El Dorado,Jul-14,8,0,U,7,10,4,11,9,8,11,12
El Dorado,Aug-14,11,0,U,3,4,8,10,4,5,9,10
El Dorado,Sep-14,6,0,U,8,4,5,10,6,3,5,4
El Dorado,Oct-14,11,0,U,5,14,0,11,3,3,6,8
El Dorado,Nov-14,4,0,U,2,12,7,13,3,2,0,4
El Dorado,Dec-14,13,0,U,9,5,5,7,2,2,8,4
El Dorado,Jan-15,6,0,U,3,2,3,8,2,1,2,4
El Dorado,Feb-15,4,0,U,1,5,4,8,4,3,7,3
El Dorado,Mar-15,8,0,U,3,7,6,8,3,2,6,12
El Dorado,Apr-15,6,0,U,2,4,10,11,2,1,5,7
El Dorado,May-15,10,0,U,5,4,4,11,5,1,7,5
El Dorado,Jun-15,10,0,U,0,7,6,11,3,2,7,10
El Dorado,Jul-15,10,0,U,9,5,5,5,4,2,9,5
El Dorado,Aug-15,12,0,U,1,4,6,9,4,2,10,7
El Dorado,Sep-15,11,0,U,5,4,2,8,5,4,6,7
El Dorado,Oct-15,10,0,U,5,5,8,6,6,4,8,8
El Dorado,Nov-15,7,0,U,2,1,1,7,3,1,7,3
El Dorado,Dec-15,7,0,U,5,9,4,8,6,4,12,12
El Dorado,Jan-16,4,0,U,3,6,4,7,9,7,10,14
El Dorado,Feb-16,2,0,U,5,11,4,11,2,1,8,8
El Dorado,Mar-16,8,0,U,6,4,4,2,2,0,7,10
El Dorado,Apr-16,7,0,U,7,5,3,8,5,3,11,9
El Dorado,May-16,6,0,U,6,8,4,11,4,1,9,9
El Dorado,Jun-16,13,0,U,2,6,6,11,9,7,10,6
El Dorado,Jul-16,9,0,U,2,12,2,9,2,1,6,7
El Dorado,Aug-16,8,0,U,6,7,3,9,6,3,13,9
El Dorado,Sep-16,5,0,U,5,8,7,12,5,2,6,13
El Dorado,Oct-16,9,0,U,7,4,2,10,7,4,1,3
El Dorado,Nov-16,6,0,U,4,5,4,8,1,0,7,2
El Dorado,Dec-16,6,0,U,3,2,3,6,2,1,8,4
El Dorado,Jan-17,8,0,U,6,4,5,7,3,4,6,6
El Dorado,Feb-17,14,0,U,7,5,8,13,5,2,4,9
El Dorado,Mar-17,16,0,U,9,4,4,7,5,3,6,8
El Dorado,Apr-17,5,0,U,11,1,8,6,3,2,5,10
El Dorado,May-17,7,0,U,6,2,11,12,2,2,12,7
El Dorado,Jun-17,5,0,U,3,8,4,10,3,0,6,5
El Dorado,Jul-17,11,0,U,2,8,5,13,2,1,11,9
El Dorado,Aug-17,11,0,U,5,6,7,13,0,1,4,7
El Dorado,Sep-17,6,0,U,4,7,7,10,2,1,10,6
El Dorado,Oct-17,7,0,U,2,6,6,8,2,2,5,10
El Dorado,Nov-17,7,0,U,0,4,3,9,2,1,4,4
El Dorado,Dec-17,3,0,U,3,5,3,6,0,0,5,5
El Dorado,Jan-18,10,0,U,3,7,7,12,7,2,5,4
El Dorado,Feb-18,1,0,U,0,6,2,7,7,5,9,8
El Dorado,Mar-18,8,0,U,5,5,6,10,0,0,8,17
El Dorado,Apr-18,6,0,U,4,8,5,12,5,3,7,4
El Dorado,May-18,16,0,U,2,3,6,10,3,1,19,12
El Dorado,Jun-18,5,0,U,7,4,3,12,1,3,8,9
El Dorado,Jul-18,8,0,U,1,7,6,13,6,3,11,12
El Dorado,Aug-18,6,0,U,1,6,2,9,2,2,14,12
El Dorado,Sep-18,4,0,U,1,5,3,8,0,0,8,10
Fresno,Oct-11,101,0,0,0,0,4,1,115,115,97,2
Fresno,Nov-11,99,0,0,2,1,9,3,214,213,84,7
Fresno,Dec-11,88,0,0,4,3,22,4,222,222,106,25
Fresno,Jan-12,81,0,0,11,4,38,11,195,195,98,36
Fresno,Feb-12,72,0,0,16,9,63,23,134,134,67,46
Fresno,Mar-12,62,0,0,23,16,92,48,113,113,76,52
Fresno,Apr-12,76,0,0,29,25,89,57,94,94,70,63
Fresno,May-12,61,0,0,51,51,127,80,96,96,76,65
Fresno,Jun-12,49,0,0,63,61,116,99,77,77,65,64
Fresno,Jul-12,76,0,0,61,76,121,102,46,46,55,71
Fresno,Aug-12,57,0,0,54,117,136,115,22,22,54,61
Fresno,Sep-12,59,0,0,51,88,157,139,46,45,88,62
Fresno,Oct-12,88,0,0,61,102,144,162,55,53,59,69
Fresno,Nov-12,93,0,0,51,91,113,157,59,56,65,78
Fresno,Dec-12,56,0,0,66,91,107,164,48,48,57,78
Fresno,Jan-13,110,0,0,54,94,144,183,60,60,78,80
Fresno,Feb-13,98,0,0,53,90,109,177,71,71,42,78
Fresno,Mar-13,110,0,0,48,103,134,169,45,45,31,65
Fresno,Apr-13,81,0,0,40,59,122,73,12,12,55,15
Fresno,May-13,75,0,0,26,91,134,65,10,10,36,5
Fresno,Jun-13,66,0,0,44,95,169,49,11,11,37,4
Fresno,Jul-13,48,0,0,29,99,176,47,3,3,4,8
Fresno,Aug-13,100,0,0,37,122,169,45,0,0,0,4
Fresno,Sep-13,36,0,0,30,116,209,44,1,0,2,2
Fresno,Oct-13,49,0,0,33,110,196,48,0,0,0,1
Fresno,Nov-13,70,0,0,28,82,161,42,0,0,0,0
Fresno,Dec-13,62,0,0,27,83,177,35,0,0,1,1
Fresno,Jan-14,126,0,0,48,106,218,46,0,0,0,0
Fresno,Feb-14,127,0,0,49,83,176,42,1,0,1,1
Fresno,Mar-14,123,0,0,42,90,193,49,0,0,1,1
Fresno,Apr-14,124,0,0,30,66,127,49,0,0,0,0
Fresno,May-14,101,0,0,40,80,142,57,0,0,0,0
Fresno,Jun-14,156,0,0,42,73,134,44,1,0,2,0
Fresno,Jul-14,178,0,0,33,62,127,58,0,0,1,1
Fresno,Aug-14,189,0,0,27,60,137,53,0,0,0,0
Fresno,Sep-14,179,0,0,46,69,114,43,0,0,0,0
Fresno,Oct-14,185,0,0,45,70,133,40,0,0,0,0
Fresno,Nov-14,93,0,0,33,40,88,45,0,0,1,0
Fresno,Dec-14,139,0,0,57,56,92,54,0,0,1,0
Fresno,Jan-15,137,0,0,46,55,86,56,0,0,0,1
Fresno,Feb-15,153,0,0,68,62,100,62,0,0,1,0
Fresno,Mar-15,146,0,0,59,85,94,64,0,0,0,0
Fresno,Apr-15,128,0,0,79,82,84,58,0,0,0,0
Fresno,May-15,149,0,0,78,87,88,60,0,0,0,0
Fresno,Jun-15,136,0,0,89,97,99,63,0,0,0,0
Fresno,Jul-15,139,0,0,79,87,101,60,0,0,0,0
Fresno,Aug-15,123,0,0,87,98,111,63,0,0,0,0
Fresno,Sep-15,141,0,0,35,60,70,65,0,0,0,0
Fresno,Oct-15,125,0,0,55,71,70,49,1,0,1,0
Fresno,Nov-15,122,0,0,39,72,69,66,0,0,0,0
Fresno,Dec-15,149,0,0,45,55,87,63,0,0,0,0
Fresno,Jan-16,139,0,0,34,48,103,66,0,0,0,0
Fresno,Feb-16,132,0,0,34,51,106,74,0,0,0,0
Fresno,Mar-16,168,0,0,49,62,102,87,0,0,0,0
Fresno,Apr-16,164,0,0,32,61,100,85,0,0,0,0
Fresno,May-16,145,0,0,36,63,99,90,0,0,0,0
Fresno,Jun-16,162,0,0,45,62,101,93,0,0,0,0
Fresno,Jul-16,176,0,0,60,89,104,100,0,0,0,0
Fresno,Aug-16,182,0,0,52,95,105,102,1,0,0,0
Fresno,Sep-16,132,0,0,40,61,78,76,0,0,1,0
Fresno,Oct-16,143,0,0,26,66,86,87,0,0,0,0
Fresno,Nov-16,146,0,0,28,47,90,84,0,0,0,0
Fresno,Dec-16,140,0,0,29,58,87,79,0,0,0,0
Fresno,Jan-17,158,0,0,48,74,114,87,1,0,0,0
Fresno,Feb-17,145,0,0,45,80,83,77,0,0,0,0
Fresno,Mar-17,181,0,0,51,108,109,99,0,0,1,1
Fresno,Apr-17,162,0,0,52,95,106,104,0,0,1,1
Fresno,May-17,225,0,0,64,119,114,125,0,0,0,0
Fresno,Jun-17,196,0,0,55,103,106,122,0,0,0,0
Fresno,Jul-17,169,0,0,50,81,98,91,0,0,0,0
Fresno,Aug-17,208,0,0,41,103,114,130,1,0,0,0
Fresno,Sep-17,169,0,0,58,91,118,97,0,0,1,0
Fresno,Oct-17,166,0,0,40,99,75,93,0,0,0,0
Fresno,Nov-17,125,0,0,42,65,92,78,0,0,0,0
Fresno,Dec-17,143,0,0,35,71,102,75,0,0,0,0
Fresno,Jan-18,187,0,0,54,101,107,101,0,0,0,0
Fresno,Feb-18,159,0,0,36,89,85,82,0,0,0,0
Fresno,Mar-18,179,0,0,56,113,96,100,0,0,0,0
Fresno,Apr-18,165,0,0,59,90,111,103,0,0,0,0
Fresno,May-18,176,0,0,56,107,111,106,0,0,0,0
Fresno,Jun-18,180,0,0,44,100,119,104,1,0,0,0
Fresno,Jul-18,145,0,0,48,89,102,82,0,0,0,0
Fresno,Aug-18,209,0,0,41,109,101,104,0,0,0,0
Fresno,Sep-18,143,0,0,51,102,88,82,0,0,0,0
Glenn,Oct-11,1,0,0,0,0,0,0,4,1,0,0
Glenn,Nov-11,2,0,0,0,0,0,0,1,2,2,0
Glenn,Dec-11,1,0,0,0,1,0,0,0,2,4,0
Glenn,Jan-12,4,0,0,0,0,0,0,4,3,0,0
Glenn,Feb-12,0,0,0,2,2,0,0,3,3,1,2
Glenn,Mar-12,2,0,0,0,0,1,0,2,5,1,0
Glenn,Apr-12,2,0,0,2,2,0,0,3,5,0,0
Glenn,May-12,1,0,0,2,3,0,0,2,2,0,0
Glenn,Jun-12,1,0,0,1,3,2,2,0,2,3,0
Glenn,Jul-12,1,0,0,1,1,1,1,1,1,1,0
Glenn,Aug-12,1,1,0,1,1,1,1,6,3,0,0
Glenn,Sep-12,2,0,0,0,6,2,5,2,2,0,0
Glenn,Oct-12,2,0,0,1,5,1,8,2,0,1,0
Glenn,Nov-12,2,0,0,0,1,0,0,2,0,0,0
Glenn,Dec-12,0,0,0,0,1,0,1,2,0,0,0
Glenn,Jan-13,4,0,0,0,2,0,2,1,2,1,0
Glenn,Feb-13,3,0,0,0,0,0,1,1,0,0,0
Glenn,Mar-13,1,1,0,1,0,0,0,1,0,1,1
Glenn,Apr-13,3,1,0,0,2,0,0,4,0,0,0
Glenn,May-13,3,2,0,1,0,0,1,0,0,1,3
Glenn,Jun-13,4,0,0,0,3,0,1,1,0,2,0
Glenn,Jul-13,1,2,0,0,2,2,1,0,3,1,0
Glenn,Aug-13,5,4,1,0,0,1,2,1,2,0,0
Glenn,Sep-13,0,0,0,0,0,0,2,0,0,0,0
Glenn,Oct-13,0,1,0,0,2,1,1,1,0,0,0
Glenn,Nov-13,3,0,1,0,1,0,1,0,0,0,0
Glenn,Dec-13,3,3,1,0,0,1,2,0,0,0,0
Glenn,Jan-14,3,0,0,0,4,2,0,0,0,2,0
Glenn,Feb-14,3,0,0,0,0,1,0,0,0,1,0
Glenn,Mar-14,4,0,0,2,0,1,0,0,1,1,0
Glenn,Apr-14,0,0,1,2,0,1,1,0,2,0,0
Glenn,May-14,1,0,0,1,2,2,0,0,0,0,0
Glenn,Jun-14,1,0,0,2,0,1,0,1,0,1,0
Glenn,Jul-14,1,1,0,1,1,2,0,1,1,0,0
Glenn,Aug-14,4,0,0,1,1,0,1,2,1,0,0
Glenn,Sep-14,7,0,0,1,2,2,0,2,1,0,0
Glenn,Oct-14,6,1,2,1,2,0,1,2,0,0,0
Glenn,Nov-14,2,0,0,2,1,0,0,1,0,0,0
Glenn,Dec-14,3,2,1,1,1,0,0,2,1,0,0
Glenn,Jan-15,2,3,0,0,7,0,6,0,1,1,0
Glenn,Feb-15,0,3,0,0,0,0,0,3,0,2,1
Glenn,Mar-15,2,1,2,4,1,0,2,1,0,0,0
Glenn,Apr-15,1,0,0,0,4,0,1,0,1,2,0
Glenn,May-15,6,1,0,1,2,1,1,1,0,0,0
Glenn,Jun-15,0,2,0,1,0,3,1,0,0,0,0
Glenn,Jul-15,1,2,1,1,4,1,2,0,1,0,0
Glenn,Aug-15,2,1,1,2,3,0,2,0,0,0,0
Glenn,Sep-15,2,1,0,1,1,0,1,0,0,1,0
Glenn,Oct-15,2,1,0,1,1,4,2,1,0,0,0
Glenn,Nov-15,1,0,0,0,2,1,1,0,0,0,0
Glenn,Dec-15,2,1,2,1,1,0,0,0,0,1,1
Glenn,Jan-16,1,0,0,2,2,1,1,0,0,0,0
Glenn,Feb-16,1,0,0,0,1,1,1,0,0,2,0
Glenn,Mar-16,1,0,1,2,2,1,1,0,0,0,0
Glenn,Apr-16,3,1,0,0,2,2,4,0,0,2,0
Glenn,May-16,1,2,0,1,3,2,4,0,0,0,0
Glenn,Jun-16,0,1,1,1,2,3,3,0,0,0,0
Glenn,Jul-16,5,0,0,1,2,1,1,0,0,2,0
Glenn,Aug-16,0,0,0,2,1,3,1,0,0,0,0
Glenn,Sep-16,0,0,0,0,1,2,0,0,0,1,0
Glenn,Oct-16,0,0,0,0,1,2,0,0,0,0,0
Glenn,Nov-16,1,0,0,1,2,1,1,0,0,0,0
Glenn,Dec-16,1,0,0,3,3,1,2,0,0,2,0
Glenn,Jan-17,2,1,0,0,1,2,0,0,0,0,0
Glenn,Feb-17,0,1,0,1,2,2,0,1,0,0,0
Glenn,Mar-17,0,2,1,1,0,1,2,0,0,1,0
Glenn,Apr-17,0,0,2,0,5,1,2,3,0,2,0
Glenn,May-17,0,0,0,1,0,1,3,0,0,3,0
Glenn,Jun-17,4,2,0,2,0,2,0,0,0,2,0
Glenn,Jul-17,1,0,0,1,1,0,1,1,0,3,0
Glenn,Aug-17,1,4,1,3,0,3,1,1,0,0,0
Glenn,Sep-17,5,0,1,0,1,5,1,3,0,1,0
Glenn,Oct-17,2,2,1,1,1,2,0,1,0,0,0
Glenn,Nov-17,1,0,1,1,3,0,0,2,0,1,0
Glenn,Dec-17,1,3,0,0,2,1,2,0,0,1,0
Glenn,Jan-18,0,1,0,2,1,0,1,2,0,1,0
Glenn,Feb-18,1,1,1,1,4,1,3,3,0,2,0
Glenn,Mar-18,1,2,0,2,4,0,2,0,2,1,0
Glenn,Apr-18,0,0,1,0,1,0,3,2,1,2,0
Glenn,May-18,0,1,0,1,7,1,2,0,0,2,0
Glenn,Jun-18,0,1,0,0,1,0,0,3,0,1,0
Glenn,Jul-18,1,1,0,2,2,2,1,1,2,2,0
Glenn,Aug-18,1,0,0,2,3,0,2,0,1,4,0
Glenn,Sep-18,0,0,0,1,1,0,0,1,0,4,0
Humboldt,Oct-11,4,0,0,0,0,0,0,17,2,32,U
